,character,line,episode number
426,JERRY," Y’know I think that even if you’ve had a relationship with someone, or let’s say, especially if you’ve had a relationship with someone and you try to become friends afterwards, it’s very difficult. Isn’t this? It’s hard. Because, you know each other so well, you know all of each others tricks. It’s like two magicians, trying to entertain each other. The one goes, “Look, a rabbit.” The other goes, “So? I believe this is your card.” “Look, why don’t we just saw each other in half and call it a night, okay?”",2
427,JERRY," So I move into the centre lane, now I get ahead of this women, who felt for some reason I guess, that she thought that I cut her off. So, she pulls up along side of me, gives me the finger. It seems like such an arbitrary, ridiculous thing to just pick a finger and you show it to the person. It’s a finger, what does it mean? Someone shows me one of their fingers and I’m supposed to feel bad. Is that the way it’s supposed to work? I mean, you could just give someone the toe, really, couldn’t you? I would feel worse if I got the toe, than if I got the finger. ‘Cause it’s not easy to give someone the toe, you’ve gotta get the shoe off, the sock off and drive, get it up and...  “Look at that toe, buddy.”  I mean, that’s really insulting to get the toe, isn’t it?",3
428,JERRY," Is that it? Got the cue tips, got the mini-umbrella, something boring to read on the plane.  That’s it. Done!",3
429,ELAINE,  That is the single greatest packing performance I have ever seen.,3
430,JERRY,  I am...the master packer.,3
431,ELAINE,"  Yeah, right, you’re the master packer.",3
432,JERRY," What you must understand, Elaine,  packing is no different than leading men into battle.  You’ve gotta know the strengths and weaknesses of every soldier in that platoon. From a collapsible toothbrush to a pair of ordinary black socks.",3
433,ELAINE,"  ‘Scuse me, master packer...",3
434,JERRY, Yes.,3
435,ELAINE, Just gimme your keys.,3
436,JERRY," All right, sir.  George?",3
437,GEORGE,  Yeah.,3
438,ELAINE," Okay, so, now, is there anything else I need to know about this place?",3
439,JERRY," Uh, yeah, the, uh, hot water takes a little while to come on. So, the best thing to do is to turn it on, do all your shopping, you come back and take a shower.",3
440,ELAINE," Okay, this is quite a place.",3
441,JERRY, There’s more. The refrigerator.,3
442,JERRY," Deduct a minimum of two days off all expiration dates.  No meat, no leftovers, no butter.  And I cannot overstate this",3
443,ELAINE, I’ll eat out.,3
444,JERRY," One more thing, Benes, regarding sexual activity",3
445,GEORGE,  Ready?,3
446,JERRY," Yeah, one sec.",3
447,GEORGE," Hey, Elaine.",3
448,ELAINE, Hi.,3
449,GEORGE, Coming to the airport with us?,3
450,ELAINE," No, I’m staying here for the weekend. I’m getting a break from my roommate.",3
451,GEORGE," Oh, the actress-waitress?",3
452,ELAINE," No, the waitress-actress. She just got some part in some dinner theater production of “A Chorus Line”. So, now all day long she’s walking around the apartment singing, “God, I hope I get it, I hope I get it!” She’s gonna get it right in her...",3
453,GEORGE, So just kick her out.,3
454,ELAINE, She’s on the lease! George you have got to find another place for me.,3
455,GEORGE," Yeah, well...a little rough finding something good in your price-range.  But you, my friend, may be in luck.",3
456,JERRY, I’m not looking.,3
457,GEORGE," No no no, this one’s different. This one’s a beauty!",3
458,JERRY," Yeah, what’s it like?",3
459,GEORGE," I haven’t seen it yet, but it’s a two-bedroom, it’s on the uh, west 83rd, ‘bout a half block from the park?",3
460,JERRY, How much?,3
461,GEORGE," Uh, twice what you’re payin’ here, but it’s a great building. It’s two bedrooms!",3
462,JERRY, Two bedrooms? Why do I need two bedrooms? I got enough trouble maintaining activity in one.  I saw that.,3
463,ELAINE, You oughta at least take a look at it.,3
464,JERRY, Really? Why?,3
465,ELAINE, ‘Cause then I could move in here.,3
466,JERRY, Ohhhh...,3
467,ELAINE, It’s time you got outta here anyway.,3
468,GEORGE," Yeah, tell ‘im. But quickly, I’m double parked here.",3
469,ELAINE," Listen, Jerry, this place is falling apart. You have no hot water, you can’t have soft cheese...",3
470,GEORGE, Let’s not forget the radiator. The steam has been on here for ten years. No human can turn this off.,3
471,ELAINE," Jerry, come on, you’re doin’ okay now. You should at least take a look at this place. You shouldn’t have to live like this.",3
472,JERRY, Like this? You just said you wanted to live here.,3
473,ELAINE," Well, for me it’s a step up. It’s like moving from Iceland to Finland.",3
474,GEORGE," Jerry, what do you, you wanna, you wanna see the place or not?",3
475,JERRY," I can’t think about it now. Come on, I’m going to Minneapolis. I got four shows this weekend.													 ",3
476,JERRY, Elaine.  ELAINE!,3
477,ELAINE,"  JERRY!  Jerry, oh, hi, welcome back. How were the shows?",3
478,JERRY," Great, I had fun. Where’s the TV, where’s the VCR?",3
479,JERRY, What?,3
480,ELAINE, They were stolen.,3
481,JERRY, Stolen? When?,3
482,ELAINE, A couple a hours ago. The police are coming right over.,3
483,JERRY, Stolen?,3
484,ELAINE,  Someone left the door open.,3
485,JERRY,  You left the door open?!,3
486,KRAMER," Uh, Jer, well you know, I was cookin’ and I, I uh, I came in to get this spatula...and I left the door open, ‘cause I was gonna bring the spatula right back!",3
487,JERRY," Wait, you left the lock open or the door open?",3
488,KRAMER,  The door.,3
489,JERRY, The door? You left the door open?,3
490,KRAMER," Yeah, well, I was gonna bring the spatula right back.",3
491,JERRY," Yeah, and?",3
492,KRAMER," Well, I got caught up... watching a soap opera. “The Bold And The Beautiful”.",3
493,JERRY, So the door was wide open?,3
494,KRAMER, Wide open!,3
495,JERRY,  And where were you?,3
496,ELAINE, I was at Bloomingdale’s... waiting for the shower to heat up.,3
497,KRAMER," Look, Jerry, I’m sorry, I’m uh- you have insurance, right buddy?",3
498,JERRY, No.,3
499,KRAMER,  How can you not have insurance?,3
500,JERRY, Because I spent my money on the Clapgo D-29. It’s the most impenetrable lock on the market today. It has only one design flaw. The door...  ...MUST BE CLOSED!!,3
501,KRAMER," Jerry! I’m gonna find your stuff. I’m gonna solve it, I’m on the case, buddy, I’m on the case.",3
502,JERRY," Yeah, don’t investigate, don’t pay me back, it was an accident.",3
503,KRAMER,  I made a mistake.,3
504,ELAINE, These things happen.,3
505,KRAMER, I’m human.,3
506,JERRY, In your way.,3
507,ELAINE, Answering machine.,3
508,JERRY,"  Answering machine.  Oh, I hate the idea of somebody out there returning my calls.",3
509,JERRY, It’s a joke.,3
510,JERRY, You ever find anything?,3
511,JERRY," Well, thanks anyway.",3
512,ELAINE, I didn’t get that joke either.,3
513,JERRY, The crook has the machine. The messages aren’t for him. He’s the crook. Why would he answer-  How did you get in here?,3
514,JERRY, Again?,3
515,GEORGE, I don’t know how you put up with this.,3
516,ELAINE," Yeah, tell ‘im George.",3
517,JERRY,  You would still wanna move in here?,3
518,ELAINE, Yes! You don’t understand. I’m living with Ethel Merman without the talent.,3
519,JERRY,"  Is that uh, other apartment still available?",3
520,JERRY," I got ripped off for about the...18th time? And now, the first couple a times you go through it, it’s very upsetting and your first reaction or one of your friends will say, “Call the police. You really should call the police.” So you think to yourself, you know, you watch TV, you think, “Yeah, I’m calling the police. Stakeouts, manhunts... I’m gonna see some real action.” Right, you think that. So, the police come over to your house, they fill out",3
521,ELAINE," Oh, well, come on. This is an apartment, this is a home! This is a place to live. Oooh, a fireplace, are you kidding me! Does this work?",3
522,GEORGE," I didn’t know there was a fireplace. A fireplace, that's incredible.",3
523,JERRY, How do you get all that wood in here?,3
524,ELAINE, They deliver it.,3
525,JERRY, They deliver wood?,3
526,ELAINE, Yeah.,3
527,JERRY, What do you tip a wood guy?,3
528,GEORGE, I didn’t know there was a fireplace.,3
529,ELAINE, Look! Look at- look at this! There’s a garden.,3
530,GEORGE, A garden! I can’t believe there’s a garden!,3
531,JERRY, Would I have to get a gardener?,3
532,ELAINE," Yeah, you can get a gardener.",3
533,JERRY, You tip him?,3
534,ELAINE, You can.,3
535,GEORGE,  You don’t tip a gardener!,3
536,ELAINE, You can tip a gardener.,3
537,GEORGE, You don’t need a gardener.,3
538,ELAINE," Jerry, you can barbecue back here.",3
539,JERRY, They deliver the coal?,3
540,ELAINE," Sure, it’s...probably the same guy, who delivers the wood.",3
541,JERRY," Oh, then I gotta tip him.",3
542,ELAINE," Oh, damn, this place is incredible, look at all this great light!",3
543,JERRY, I don’t have any plants.,3
544,GEORGE, I have plants. ,3
545,ELAINE," Jerry, look at this closet! Look at this! I’m walking in it!  It’s a walk-in. Can you believe it? I’m nuts about this, what do you think?",3
546,JERRY," I like that.  What do you think, George?",3
547,GEORGE, It’s your decision.,3
548,JERRY," I’m takin’ it, I’m takin’ the place. I’m gonna take it, this is gonna be my new place. I’m livin’ here...I’m movin’.",3
549,ELAINE,  Your movin’? That means I’m movin’.  Geeeeee  isn’t that incredible!,3
550,GEORGE,  Congratulations.													 ,3
551,ELAINE, What about the couch?,3
552,JERRY, You like the couch? I’ll tell you what I’m gonna do.,3
553,ELAINE, What?,3
554,JERRY," You’re movin’ in, you’re a good friend, I wanna start you off on the right foot. Give me...a hundred and fifty dollars.  Get it outta here right now, take it out the door, I don’t even wanna see it, go, get it out.",3
555,ELAINE, A hundred and fifty dollars? A hundred and fifty dollars for what? For this couch?,3
556,JERRY, Yeah!,3
557,ELAINE, For this couch?!,3
558,JERRY," Okay, you tell me. What is it worth?",3
559,ELAINE," Okay, uh, I’ll tell you what. I could go as high as uh...  I don’t know, maybe...twenty dollars?",3
560,JERRY, Yeah?,3
561,GEORGE,"  Yeah, it’s George.",3
562,JERRY," Come on up.  Oh, all right, forget it, I’m gonna take it with me now...  I’m just gonna pack up the cushions right now...",3
563,ELAINE," Okay okay okay okay, you win. Forty dollars.",3
564,JERRY,"  You wanna get the other end, ‘cause I wanna get it in the hall.",3
565,ELAINE," Fifty dollars, okay? Fifty dollars, is that all right?",3
566,JERRY, Fifty dollars?,3
567,ELAINE, Uh-huh.,3
568,JERRY, Thank you very much.,3
569,ELAINE, Thank you very much.,3
570,GEORGE," Hey, what’s goin’ on?",3
571,ELAINE, I just bought Jerry’s couch for fifty dollars.,3
572,JERRY,"  So did you bring the lease?  All right, gee, three years, that kinda seems like a long time.",3
573,GEORGE,"  Oh, Jerry Jerry Jerry Jerry Jerry, listen, if, if you are feeling uncomfortable about this at all, at all. Do not feel like you have to take it.",3
574,JERRY, Why?,3
575,GEORGE," If you’re having second thoughts, if you didn’t want it, don’t worry about it because uh, you know, I, I...I could take it, you know.",3
576,JERRY, You could take it? You want it?,3
577,GEORGE," No, I don’t want it. I want it, if you don’t want it.",3
578,JERRY, So you do want it.,3
579,GEORGE," No I, I want it if you don’t want it.",3
580,JERRY, You just said you wanted it!,3
581,GEORGE," No, I’m saying, if a situation arose in which you didn’t want it, I might take it.",3
582,JERRY, So take it.,3
583,GEORGE, How can I take it?,3
584,JERRY, How can I take it?,3
585,GEORGE, It’s your apartment!,3
586,JERRY," How can I want it now, if you want it?",3
587,ELAINE," Excuse me, uh, I don’t mean to cause any trouble here, but George, if you take it, can I take your place?",3
588,GEORGE," Yes, but I am not taking it.",3
589,JERRY, I...am not taking it.,3
590,ELAINE," Well, one of you better damn well take it!",3
591,JERRY," Well, whaddaya wanna do here?",3
592,GEORGE," I, I don’t know.",3
593,JERRY, Do you wanna flip a coin?,3
594,GEORGE," Who flips? You’ll flip, I’ll call.",3
595,JERRY," Okay, fine.  This is the official flip. No crying, no guilt, winner takes all and that’s it. Agreed?",3
596,GEORGE, I’m good.,3
597,ELAINE," I don’t know, who to root for, George’s place has carpeting.",3
598,JERRY," All right, now you call it in the air.",3
599,GEORGE, No catchin’.,3
600,JERRY, No no.,3
601,GEORGE, Flip it.,3
602,GEORGE, Heads!,3
603,JERRY, Tails!,3
604,GEORGE," No, it hit the table, it hit the table.",3
605,JERRY, So what?,3
606,GEORGE," Interference! You can’t count that! Come on, are you crazy?! The coin cannot touch anything, it affects it.",3
607,JERRY, You didn’t call no interference!,3
